(Id (primary), url_id, url, tokenized_source)
(57, 57, 'http://alarabiaqatar.com.qa', '')
(58, 58, 'http://alaraby.com.qa', 'info routedge com Register Now w3 domains')
(59, 59, 'http://alasassecurity.com.qa', 'Secuer Mobility Services Event Security A Corporate Sercurity Cash Managements Services Electronic Security Services Heat Detectors Crisis Management Security Guards Service Asset Tracking System Read More Executive Protection Secure Mobility Scanners And Metal Detectors About Us Airport Security Loss Prevention CCTV Security Systems Fire Protection Make an Appoinment rb lSdr Careers Motion Detectors Police Support Services Physical Security Special Security Services Cash Management Services Mobile Patrolling Units Al Asas K9 Security Units Home Security Gates Cyber Security Fire Alarm System Contact Us Security Consultancy Access Control')
(60, 60, 'http://alashraf-group.com.qa', '')
(61, 61, 'http://alassarintl.com.qa', '')
(62, 62, 'http://alaziziyahboutiquehotel.com.qa', 'Twitter Forum Developer Blog Knowledge Base LinkedIn Learn more about Plesk plesk com Plesk control panel Facebook')
(63, 63, 'http://alba.com.qa', 'more Join Our Team Products Contact Us Our Clients Skip navigation About Us Location Map Home Services Our Engineering Services Tech Support Our Products Location Map E brochure Read more E Brochure Order Here')
(64, 64, 'http://albabtain.com.qa', '')
(65, 65, 'http://albahja.com.qa', '')
(66, 66, 'http://alban.com.qa', 'Home Learn More Products Contact About Us Company info albancompany com')
(67, 67, 'http://albandaryhospitality.com.qa', 'info routedge com Register Now w3 domains')
(68, 68, 'http://albandaryhotelmanagement.com.qa', 'info routedge com Register Now w3 domains')
(69, 69, 'http://albandaryhotelsandresort.com.qa', 'info routedge com Register Now w3 domains')
(70, 70, 'http://albandaryhotelsmanagement.com.qa', 'info routedge com Register Now w3 domains')
(71, 71, 'http://albandaryhotels-resort.com.qa', 'info routedge com Register Now w3 domains')
(72, 72, 'http://albero.com.qa', '')
(73, 73, 'http://alc.com.qa', 'View more information')
(74, 74, 'http://aldanahmedical.com.qa', '')
(75, 75, 'http://aldarproperties.com.qa', 'Twitter Forum Developer Blog Knowledge Base LinkedIn Learn more about Plesk plesk com Plesk control panel Facebook')
(76, 76, 'http://aldelaimi.com.qa', 'More Details Back To Top Visit Website About Read the chairman s message Email Us')
(77, 77, 'http://alderbasti.com.qa', '')
(78, 78, 'http://alefstores.com.qa', 'info routedge com Register Now w3 domains')
(79, 79, 'http://alemadi.com.qa', 'All Properties Available for Rent Values Contact us Apartment Mission Vision Careers Residential Home Philosophy AlHazm Login Media Center Villas CEO Message Commercial')
(80, 80, 'http://alemadia.com.qa', 'JENNIFER JOY ESTRADA n lshrk Tlb lan Eng Mohamed Nagah khdm bls SOL P CERVANIA khdmtn Tlbt lshrkt KAMUNYA RACHAEL KABUGO mlt tnZyf b qwd mw qth m lmbyt kynb mhy lshrwT LESLIE LEILA tSl bn lkhdm l khbr English MARIAM TAHIR NASUR lwZy f lshGr LORNA LUSTERIO Tlbt lkflt lshkhSy khdm bl qwd mdyr lshrk fryq l ml WARDA lry ysy l mdy ljlb l ydy l ml w lkhdmt KIAMBI LOPHINA KIORO lflbyn mn nHn lmzyd')
(81, 81, 'http://alemadihospital.com.qa', 'A Appointment Rheumatology Pediatrics A SCR Surgical Review Corporation General Surgery Contact Services info alemadihospital com qa Dermatology Vision Mission Audiology Insurance A E N T Accreditation Ginger Technologies About Hospital Gp Inpatient Home Find Our Locations laboratory Read More Board of Directors Al Emadi Hospital Organizes an Awareness Campaign in observance of World Obesity Day Location Pulmonology Anesthesia Neurology Media Gallery Clinics CEO Message Doctors News 974 4466 6009 l rby Plastic surgery CME CPD Internal Medicine Urology Values Bariatric Surgery Emergency Careers Dentistry Privacy Policy Dietetics Nutrition Physical therapy Cardiology About Accreditation Canada International Orthopedic Gynaecology Ophthalmology')
(82, 82, 'http://alemadiphysio.com.qa', 'Foot Ankle Abdul Muqeet BPTh MPTh News Events Knee FRIDAY CLOSED Vision Mission 974 6687 8534 Fracture care New Sports Rehabilitation and massage facility Now Open Offering comprehensive and personalised treatment plans Book your appointment Today Dr Haddad Wissem Soumia Wissem Ben Slama Massage Therapist Gallery Read more Spinal decompression Manual therapy Specialised devices and equipment Melek Wesleti BPT Chronic Pain Download Our Corporate Profile Dr Medical Group Treatments Musculoskeletal system P O Box 50000 Doha Qatar SATURDAY THURSDAY 7am till 11 00pm Nikola Milicevic BOT Nancy John BPT MPT Home Hand Wrist 974 4411 1411 ext 245 Read More Learn More Pressotherapy Elbow Our Team Goran S Vidakovic DPT D Ring Road Doha Qatar Ginger Tech Doha Rehabilitation Services Neck Sports Injuries l rby Physical Therapy Modalities Insurance Spine Al Emadi Physiotherapy Center Inaugration About Us Kinesiotherapy Taysir K Patel BPT MPT MIAP Testimonials Electrotherapy info alemadiphysio com qa Shoulder Contact Us Arthritis Dr Dusan Orescanin 974 4411 1411 Kris Gene Reyes BPT Elizabeth Daniel BPT Rehabilitation for Elderly conditions Thermotherapy Hip')
(83, 83, 'http://alere.com.qa', '')
(84, 84, 'http://alexandermcqueen.com.qa', 'Go to main content Shop in QA Change Facebook My Bag 0 WeChat Client Service Legal Area Men WORLD OF MCQUEEN My Account Women Pinterest ALEXANDER MCQUEEN Switch to MCQ COM Instagram Store Locator Careers Twitter Privacy Policy GIFTS YouTube Search')
(85, 85, 'http://alfaisal.com.qa', 'info routedge com Register Now w3 domains')
(86, 86, 'http://alfaisalfoundation.com.qa', 'info routedge com Register Now w3 domains')
(87, 87, 'http://alfardan.com.qa', 'Alfardan AUTOMOTIVE New Contact us Alfardan PROPERTY HOSPITALITY Alfardan MARINE SERVICES Alfardan JEWELLERY PROPERTY HOSPITALITY AUTOMOTIVE JEWELLERY Alfardan EXCHANGE Webmail access About us Alfardan AUTOMOTIVE Alfardan INVESTMENT Alfardan JEWELLERY MARINE SERVICES EXCHANGE Alfardan JEWELLERY Discover more about Alfardan Group En Alfardan MARINE SERVICES News Alfardan EXCHANGE OUR LINE OF BUSINESS Alfardan AUTOMOTIVE Alfardan PROPERTY HOSPITALITY INVESTMENT Careers Home Alfardan MARINE SERVICES Alfardan INVESTMENT Alfardan INVESTMENT Portal access Ar Discover The Group Alfardan EXCHANGE Alfardan PROPERTY HOSPITALITY Read more')
(88, 88, 'http://alfardanmotorcycles.com.qa', '')
(89, 89, 'http://alfardanstores.com.qa', '')
(90, 90, 'http://alfatelecom.com.qa', 'Next Contact us Our Services Amateur Accessories info alfatelecom com qa Previous Home Cable Coax Wire Beedroid Our Partners Read More Our Products Commercial Radio Accessories About us')
(91, 91, 'http://algazzaz.com.qa', '2 1 About us Contact Us algazzaz com qa CONTACT US ABOUT US Our Services Transportation Management Services l rby Home PRODUCTS FREIGHT FORWARDING READ MORE HOME Customs Brokerage Services OUR SERVICES 3 English')
(92, 92, 'http://alhayatmedicalcenter.com.qa', 'Dermatology Venereology Clinics Latest technology SPECTRA VRM III Internal Medicine Clinics Dr Hadi Abouzeid Dr Aml M Erhuma Dr Hind Miftah Karthouma Photos Dr Samer Rahhal Dr George Adib Shalhoub Helicobacter Pylori Testing CPD CME Activities Dr Mohamed Burhan Amin Tabba please click here for more details Hollywood Smile Laser therapy and Laser hair removal Dr Wafaa Yonis Dmyriia Gallery Read more Dr Mohamed Khaled Youssef Physiotherapy Unit Urology Clinic Dr Fawaz Amin Saad Dr Ahmed Bin Ali Our Branches More hr alhayatmedicalcenter com qa Location Map Clinics Services read more Dr Michel Hajjar Dr Fawaz s CV Home Dr Ahmad Fawaz Saad Zoom teeth whitening Neurology clinic Contact Details FAQ Dr Huda Khalid Jassim Al Mohammad Dr Rami M Yacoub Ophthalmology Clinic Obstetrics Gynecology Clinics Dr Marwa Amin Saad Dr Alia Mahmoud Almasri Our Doctors Education Dr Hend Meftah Karthuma Our Services ENT clinic l rby Pediatric Clinics Dr Effat Elias Mamari Dr Mona Al Najjar ENT Clinic Services in Al Hayat Medical Center Pharmacy Dental Clinics Action II The Non Surgical Laser Vaginal Rejuvenation Solution Dr Mohamed Burhan Amin Tabba Insurance Companies Dr Abeer El Sayad Dr Omar Mohamad Khir Deeb Ophthalmology Clinic Services Book An Appointment HUBER MOTION LAB \tthe 21st Century Technological Innovation in the world of Fitness Send Message Contact Us Laboratory readmore Forgot your password Staff Dr Hassan Abdstar Khabbazeh Jobs What s new in Medicine Radiology X Ray Department Dr Hind s CV Dr Aysar Alhamoud Important Announcement Dr Neveen Abou El Ela Sayed Watch video Dr Fawaz Amin Saad Videos Cardiology Clinic Dr Ayman Soliman alhayatmedicalcenter com qa Videos')
(93, 93, 'http://alhazem.com.qa', 'Twitter Forum Developer Blog Knowledge Base LinkedIn Learn more about Plesk plesk com Plesk control panel Facebook')
(94, 94, 'http://alhazm.com.qa', 'Twitter Forum Developer Blog Knowledge Base LinkedIn Learn more about Plesk plesk com Plesk control panel Facebook')
(95, 95, 'http://alibaba.com.qa', 'info routedge com Register Now w3 domains')
(96, 96, 'http://alifstores.com.qa', 'info routedge com Register Now w3 domains')
(97, 97, 'http://aljabertrading.com.qa', '')
(98, 98, 'http://aljaborhospitality.com.qa', 'Twitter Forum Developer Blog Knowledge Base LinkedIn Learn more about Plesk plesk com Plesk control panel Facebook')
(99, 99, 'http://aljaborrealty.com.qa', '')
(100, 100, 'http://aljasracapital.com.qa', '')
(101, 101, 'http://aljazeera.com.qa', 'tmwyl lsyrt tmwyl jr lkhdmt fr lwkr kyfy lwSwl tSl bn mntjt l frd ljm y l mwmy l dy lshrk ljzyr lltmwyl n l m 2017 tm bHmd llh n qd ljm y l mwmy l dy llshrk f lfr lry ysy Gbq rmDn f jw rmDny Htfly qmt shrk ljzyr lltmwyl Hfl Gbq HDrh lsyd tmwyl lmntjt lsthlky l rby lmsw wly ljtm y hyy lrqb lshr y tmwyl mntj lmSryf ltshGyly lSfH lry ysy email protected tmwyl l Swl rw ytn mhmtn w qymn fr al shfy kyfy lwSwl ltmwyl lskny l myl fy bw r htmmn nshm fy lnmw lqtSdy tmwyl mntj lmwd lGdhy y tmwyl lmrkbt lbHry ljzyr lltmwyl ljzyr lltmwyl tfttH fr a jdyda bmdyn lwkr fy HDwr D mjls dr shrk ljzyr lltmwyl wqydt lshrk ltnfydhy mntj tmwyl lmshry tmwyl ljr lmnthy bltmlk mntjt lshrkt mjls ldr lmzyd Hwl tmwyl lshrkt ldyn lfr lry ys kyfy lwSwl ltmwyl lshkhSy stlm jy z fDl shrk tmwyl slmy SME fy dwl qTr l m 2016 ttshrf ljzyr lltmwyl bstlm jy z fDl shrk tmwyl slmy SME fy dwl qTr ldr ltnfydhy lmzyd Hwl ltmwyl ldyn yn tjdn ljzyr lltmwyl tdshn lmth ltjry ljdyd ljzyr lltmwyl tdshn lmth ltjry ljdyd dshnt shrk ljzyr wZy f English')
(102, 102, 'http://aljihira.com.qa', 'Forum Facebook Google FastCGI PHP Twitter Knowledge Base Perl Developer Blog SSI Python Plesk Learn more about Plesk c 2015 Parallels IP Holdings GmbH All rights reserved')
(103, 103, 'http://alkalaa.com.qa', 'Control Expenses and Inventory Converse Capital about Us Haulage Transport Save on Storage and warehousing Clients 24 7 Customer Care Services Heavy Equipment Leasing Machinery Trading info alkalaa com qa Manage Risk Equipment Equipment Tracking Cost Control contact Save Disposable Costs Home Earthwork Dedicated Project Manager Reduce Downtime No Licenses Trenching The Right Equipment for the job Al Kalaa Heavy Equipments Logistics services No need for Maintenance')
(104, 104, 'http://alkhalifa.com.qa', '')
(105, 105, 'http://alkhalij.com.qa', 'InMotion Hosting Managed VPS Hosting InMotion Hosting Support Center Website Builder Dedicated Server Hosting Log Into Your Webmail Self Managed VPS Web Hosting WordPress Hosting Reseller Hosting Contact InMotion Hosting Log Into Your Control Panel Website Domains Shared Hosting')
(106, 106, 'http://alkhalijcement.com.qa', 'd11894554 u69 c8 ixwebhosting com Click Here Visit Status Blog FAQs and manuals Control Panel Login User friendly fast and reliable Hosted by IX Web Hosting Visit IX Blog Site Studio Easy to use Online Website Creator')
(107, 107, 'http://alkhalijholding.com.qa', '24 7 Support d3116320 u69 c8 ixwebhosting com Contact Us 24 7 FAQ Login User Manual Site Studio Click Here Control Panel')
(108, 108, 'http://alkhamis.com.qa', '')
(109, 109, 'http://alkhattiya.com.qa', 'PROJECTS MAJOR CLIENTS Top Follow Us SERVICES See More CONTACT US ABOUT US HOME')
(110, 110, 'http://alkoot.com.qa', '')
(111, 111, 'http://alkubaisigroup.com.qa', '')
(112, 112, 'http://alkwader.com.qa', '')
(113, 113, 'http://alliedpickfords.com.qa', 'Helpful Information and Links Insurance Domestic Moving Corporate Services Household Goods Move Vehicle Relocation Office Moving Understanding the Move Process Ask the Expert Storage Services About Us Moving Day Planning Moving Checklist Qatar Moving Packing Services Choosing the Right Mover Other Services Moving Packing Services Moving from Qatar News Resources 974 4016 6222 Home Pre Move Planning LEARN MORE Get a quote Moving to Qatar Privacy Policy Choosing the Right International Mover More Information Pet Relocation Contact Us International Moving Post Moving Day Planning Track Your Move Relocation Services Reviews Global Presence')
(114, 114, 'http://alliwansuites.com.qa', 'Home Book Now Contact ar Health Fitness Dining en Meeting F B Services Details Suites')
(115, 115, 'http://alma.com.qa', '')
(116, 116, 'http://almaahadaddeeni.com.qa', '')
(117, 117, 'http://almadesign.com.qa', 'info routedge com Register Now w3 domains')
(118, 118, 'http://almahaacademy.com.qa', '')
(119, 119, 'http://almahaairways.com.qa', 'Manage My Domains Learn More')
(120, 120, 'http://almahamedical.com.qa', '')
(121, 121, 'http://al-maha-p.com.qa', '')
(122, 122, 'http://almajles.com.qa', '')
(123, 123, 'http://almal.com.qa', 'SECTORS HOME CHAIRMAN MESSAGE INVESTMENT REAL ESTATE Media Communications Investment l rby CAREERS AT AL MAL HOLDING ORGANIZATIONAL STRUCTURE Executive management Sectors OUR MISSION CONTACT OFFERS PROMOS NEWS VALUES ABOUT AL MAL HOLDING PROJECT DEVELOPMENT READ MORE Commercial CAR RENTAL CONTACT AL MAL GALLERY MEDIA AND COMMUNICATIONS ABOUT AL MAL Real Estate OUR VISION OUR OBJECTIVES COMMERCIAL Project Development MANAGERIAL STRUCTURE')
(124, 124, 'http://almana-enterprises.com.qa', '')
(125, 125, 'http://almanagalleria.com.qa', '')
(126, 126, 'http://almanaholding.com.qa', 'LinkedIn Forum Facebook plesk com FastCGI Knowledge Base Twitter PHP Developer Blog SSI Learn more about Plesk Plesk')
(127, 127, 'http://almanamotors.com.qa', 'aftersales test drive Ford Edge Show News Request a Quote l rby Latest Offers Doha 974 4448 9922 Request a Service Fleet Aftersales Book an Appointment Book a Test Drive Terms and Conditions Al Khor 974 44489307 Value my Vehicle Careers Accessories Privacy Policy BOOK NOW Taurus Show Offers F 150 Email or Call me back Ford Fiesta')
(128, 128, 'http://almanhal.com.qa', '')
(129, 129, 'http://almannaimarine.com.qa', '')
(130, 130, 'http://almashriq.com.qa', 'Visit Our Website Al Mashriq Electronics Al Mashriq Marketing Services Al Mashriq Systems')
(131, 131, 'http://almeera.com.qa', 'Management Financial Alerts Sign Up Corporate Governance News Events Working at Al Meera Shareholders Information Vision Mission Corporate Governance Charter Policy Photos Heritage NEW SUPPLIER click here Executive Management http www qe com qa English Historical Price Lookup Annual Report 2018 Contact Us SUPPLIERS REGISTRATIONS Annual Dividend Rates Logo Board Charter Overview Home Financial Statements Our Stores Corporate Governance Reports The remuneration of the Board of Directors for the year 2018 Read More Commercial Registration Board Of Directors Annual Report Extraordinary General Meeting invitation Qatarization Skip to main content Go to Al Meera s website Media Gallery l rby Download Article of Association Leadership Financial Reporting About Us Shareholders Services Al Meera Message Job Vacancies News Suppliers History Al Meera Hypermarket and Supermarket Click here Careers FAQs Sign Up for Career Info Investors Privacy Policy NEW PRODUCTS click here Community Focus Stock Info Key Performance Indicators Videos')
(132, 132, 'http://almehan.com.qa', 'ltSny lSyn lr y lSHy bkstn lqT l m lbyrw lbnwk lkhdmt lmly lzr lGbt lSyd nshr wZyf lbrzyl mlyzy lktrwnyt lrwbwt lSyn lnfT wlGz lt dyn lTq ldwH qTr wrwGwy tjhyz l Gdhy lsyrt mHrkt lsyrt lD yn hnGry lt myn lnql wlmdd lryn ljml wl ny lshkhSy lshHny snGfwr bwlyfy strly lmlbs l zy lnsyj lhnd bwlnd fytnm lnshr lTb sbny m Sll kwry ljm yt lkhyry l ml ltTw y tylnd jwtyml Dmn ljwd lnrwyj shyly wZy f Hsb lmnTq lsyH lDyf lhnds lm mry lbn swysr lqnwn ltkhSS lDryby bljyk wZy f Hsb lklm ldr ltnfydh shtrk tsjyl ldkhwl lmny lr y ljtm y lshrk kwstryk knd lbHry bn lsfn lzwrq jmhwry ldwmynykn mn lmT m khdm l Gdhy lm lnwn bHth mtqdm lflbyn lshr lmrt l rby lmtHd ltrjm ltwthyq lmGrb jnwb fryqy lt lym ltdryb wZy f Hsb sm lshrk lkwdwr l qrt rwmny lnms khdm l ml mrkz ltSl hwnG kwnG ltswyq l lqt l m tknwlwjy lm lwmt ltSlt bnm lHfZ l lqnwn l mn lhnds lmHsb ltdqyq lryD ltrfyh lmmlk lmtHd lkhwr brGwy lybn mlyt lbHth lkhS by lskrtry lstqbl ldr lkwyt rsl syrtk ldhty lmwrd lbshry fnzwyl l rjntyn yrlnd lm dn wZy f Hsb mjl l ml lswyd slwfky hwlnd lstshrt lwksmbwrG kwlwmby lkhshb lwrq l thth lbrtGl nywzylnd lshml lfnwn ltSmym ltrfyh bwrtwrykw lby bltjzy lby bljml yTly frns lmksyk rwsy l lwm l bHth ltnmy mwq Almehan Hwl l lm trky ltshyk ltjr lmby t ldnmrk mlT lSHf ld y l ln fnlnd lwlyt lmtHd tywn mdkhlt lbHth lshy lwkr mn nHn lfD ldf')
